,TOKEN,NE-COARSE-LIT,sent_id
20009,",",O,49
20010,at,O,49
20011,7,O,49
20012,o,O,49
20013,’,O,49
20014,clock,O,49
20015,the,O,49
20016,same,O,49
20017,evening,O,49
20018,.,O,49
20019,The,O,49
20020,WELLINGTON,O,49
20021,or,O,49
20022,TOMS,O,49
20023,’,O,49
20024,S,O,49
20025,Weymouth,B-LOC,49
20026,and,O,49
20027,Bath,B-LOC,49
20028,Coach,O,49
20029,every,O,49
20030,Tuesday,O,49
20031,",",O,49
20032,Thursday,O,49
20033,",",O,49
20034,and,O,49
20035,Saturday,O,49
20036,at,O,49
20037,9,O,49
20038,o,O,49
20039,’,O,49
20040,clock,O,49
20041,in,O,49
20042,the,O,49
20043,morning,O,49
20044,;,O,49
20045,returns,O,49
20046,the,O,49
20047,following,O,49
20048,days,O,49
20049,(,O,49
20050,Sundays,O,49
20051,excepted,O,49
20052,),O,49
20053,at,O,49
20054,5,O,49
20055,o,O,49
20056,’,O,49
20057,clock,O,49
20058,in,O,49
20059,the,O,49
20060,afternoon,O,49
20061,.,O,49
20062,Not,O,49
20063,accountable,O,49
20064,for,O,49
20065,any,O,49
20066,parcel,O,49
20067,or,O,49
20068,package,O,49
20069,above,O,49
20070,",",O,49
20071,£5,O,49
20072,value,O,49
20073,",",O,49
20074,unless,O,49
20075,entered,O,49
20076,as,O,49
20077,such,O,49
20078,and,O,49
20079,paid,O,49
20080,for,O,49
20081,accordingly,O,49
20082,.,O,49
20083,JAMES,O,49
20084,STENT,O,49
20085,begs,O,49
20086,leave,O,49
20087,to,O,49
20088,return,O,49
20089,lus,O,49
20090,sincere,O,49
20091,thanks,O,49
20092,to,O,49
20093,the,O,49
20094,Nobility,O,49
20095,",",O,49
20096,Gentry,O,49
20097,",",O,49
20098,Commercial,O,49
20099,Gentlemen,O,49
20100,",",O,49
20101,and,O,49
20102,the,O,49
20103,Public,O,49
20104,in,O,49
20105,general,O,49
20106,for,O,49
20107,the,O,49
20108,support,O,49
20109,he,O,49
20110,has,O,49
20111,received,O,49
20112,since,O,49
20113,entering,O,49
20114,on,O,49
20115,the,O,49
20116,above,O,49
20117,concern,O,49
20118,",",O,49
20119,and,O,49
20120,assures,O,49
20121,them,O,49
20122,that,O,49
20123,they,O,49
20124,may,O,49
20125,rely,O,49
20126,on,O,49
20127,his,O,49
20128,utmos,O,49
20129,exertions,O,49
20130,to,O,49
20131,merit,O,49
20132,a,O,49
20133,continuance,O,49
20134,of,O,49
20135,their,O,49
20136,favours,O,49
20137,.,O,49
20158,CRUELTY,O,50
20159,TO,O,50
20160,ANIMALS,O,50
20161,.,O,50
20162,Mr,O,50
20163,.,O,50
20164,",",O,50
20165,51,O,50
20166,art,O,50
20167,in,O,50
20168,rose,O,50
20169,",",O,50
20170,pursuant,O,50
20171,to,O,50
20172,notice,O,50
20173,",",O,50
20174,to,O,50
20175,move,O,50
20176,for,O,50
20177,leave,O,50
20178,to,O,50
20179,bring,O,50
20180,in,O,50
20181,a,O,50
20182,Bill,O,50
20183,to,O,50
20184,prevent,O,50
20185,Bear-baiting,O,50
20186,ami,O,50
20187,other,O,50
20188,cruel,O,50
20189,practices,O,50
20190,.,O,50
20191,The,O,50
20192,Honourable,O,50
20193,Member,O,50
20194,described,O,50
20195,several,O,50
20196,cruel,O,50
20197,exhibitions,O,50
20198,which,O,50
20199,had,O,50
20200,been,O,50
20201,recently,O,50
20202,promulgated,O,50
20203,",",O,50
20204,and,O,50
20205,amongst,O,50
20206,others,O,50
20207,some,O,50
20208,surgical,O,50
20209,operations,O,50
20210,of,O,50
20211,a,O,50
20212,Frenchman,O,50
20213,",",O,50
20214,called,O,50
20215,Majendie,O,50
20216,",",O,50
20217,who,O,50
20218,a,O,50
20219,short,O,50
20220,time,O,50
20221,since,O,50
20222,arrived,O,50
20223,in,O,50
20224,England,B-LOC,50
20225,",",O,50
20226,and,O,50
20227,at,O,50
20228,one,O,50
20229,of,O,50
20230,the,O,50
20231,Anatomical,O,50
20232,Theatres,O,50
20233,exhibited,O,50
20234,a,O,50
20235,series,O,50
20236,of,O,50
20237,experiments,O,50
20238,so,O,50
20239,atrocious,O,50
20240,as,O,50
20241,almost,O,50
20242,to,O,50
20243,shock,O,50
20244,belief,O,50
20245,.,O,50
20246,He,O,50
20247,nailed,O,50
20248,the,O,50
20249,feet,O,50
20250,and,O,50
20251,paws,O,50
20252,of,O,50
20253,a,O,50
20254,greyhound,O,50
20255,down,O,50
20256,to,O,50
20257,a,O,50
20258,table,O,50
20259,with,O,50
20260,blunt,O,50
20261,spikes,O,50
20262,",",O,50
20263,lest,O,50
20264,in,O,50
20265,the,O,50
20266,throes,O,50
20267,of,O,50
20268,agony,O,50
20269,it,O,50
20270,should,O,50
20271,break,O,50
20272,loose,O,50
20273,from,O,50
20274,the,O,50
20275,sharp,O,50
20276,ones,O,50
20277,;,O,50
20278,and,O,50
20279,he,O,50
20280,then,O,50
20281,nailed,O,50
20282,down,O,50
20283,its,O,50
20284,ears,O,50
20285,.,O,50
20286,He,O,50
20287,proceeded,O,50
20288,afterwards,O,50
20289,to,O,50
20290,cut,O,50
20291,out,O,50
20292,the,O,50
20293,nerves,O,50
20294,",",O,50
20295,and,O,50
20296,perform,O,50
20297,other,O,50
20298,experiments,O,50
20299,.,O,50
20300,The,O,50
20301,Hon,O,50
20302,.,O,50
20303,Member,O,50
20304,concluded,O,50
20305,by,O,50
20306,moving,O,50
20307,for,O,50
20308,leave,O,50
20309,to,O,50
20310,bring,O,50
20311,in,O,50
20312,the,O,50
20313,Bill,O,50
20314,.,O,50
20315,On,O,50
20316,a,O,50
20317,division,O,50
20318,there,O,50
20319,appeared—For,O,50
20320,the,O,50
20321,motion,O,50
20322,41,O,50
20323,;,O,50
20324,Against,O,50
20325,it,O,50
20326,2U,O,50
20327,;,O,50
20328,Majority,O,50
20329,12,O,50
20330,.,O,50
20351,WEYMOUTH,B-LOC,51
20352,.,O,51
20353,R,O,51
20354,WOOD,O,51
20355,WARD,O,51
20356,",",O,51
20357,Printer,O,51
20358,",",O,51
20359,Bookbinder,O,51
20360,",",O,51
20361,•,O,51
20362,and,O,51
20363,Stationer,O,51
20364,",",O,51
20365,69,O,51
20366,",",O,51
20367,St,B-STREET,51
20368,.,I-STREET,51
20369,Mary,B-STREET,51
20370,Street,I-STREET,51
20371,",",O,51
20372,impressed,O,51
20373,with,O,51
20374,gratitude,O,51
20375,for,O,51
20376,the,O,51
20377,numerous,O,51
20378,favours,O,51
20379,conferred,O,51
20380,on,O,51
20381,him,O,51
20382,since,O,51
20383,his,O,51
20384,commencement,O,51
20385,as,O,51
20386,above,O,51
20387,",",O,51
20388,begs,O,51
20389,to,O,51
20390,offer,O,51
20391,his,O,51
20392,sincere,O,51
20393,acknowledgments,O,51
20394,;,O,51
20395,and,O,51
20396,earnestly,O,51
20397,hopes,O,51
20398,",",O,51
20399,that,O,51
20400,by,O,51
20401,embracing,O,51
20402,every,O,51
20403,improvement,O,51
20404,",",O,51
20405,strict,O,51
20406,assiduity,O,51
20407,",",O,51
20408,and,O,51
20409,reasonable,O,51
20410,charges,O,51
20411,",",O,51
20412,lie,O,51
20413,shall,O,51
20414,ensure,O,51
20415,a,O,51
20416,share,O,51
20417,of,O,51
20418,public,O,51
20419,patronage,O,51
20420,in,O,51
20421,future,O,51
20422,.,O,51
20423,Printing,O,51
20424,of,O,51
20425,every,O,51
20426,description,O,51
20427,expeditiously,O,51
20428,executed,O,51
20429,in,O,51
20430,the,O,51
20431,best,O,51
20432,style,O,51
20433,.,O,51
20434,BOOKS,O,51
20435,BOUND,O,51
20436,TO,O,51
20437,PATTERN,O,51
20438,.,O,51
20439,Orders,O,51
20440,for,O,51
20441,Periodical,O,51
20442,Publications,O,51
20443,punctually,O,51
20444,procured,O,51
20445,Advertisements,O,51
20446,received,O,51
20447,for,O,51
20448,",",O,51
20449,and,O,51
20450,transmitted,O,51
20451,to,O,51
20452,any,O,51
20453,Xcwsjmper,O,51
20454,in,O,51
20455,the,O,51
20456,United,B-LOC,51
20457,Kingdom,I-LOC,51
20458,.,O,51
20459,A,O,51
20460,Gexeual,O,51
20461,Assortment,O,51
20462,of,O,51
20463,Stationary,O,51
20464,",",O,51
20465,School,O,51
20466,and,O,51
20467,Children,O,51
20468,’,O,51
20469,s,O,51
20470,Books,O,51
20471,",",O,51
20472,&,O,51
20473,",",O,51
20474,c,O,51
20475,.,O,51
20476,tS,O,51
20477,:,O,51
20478,c,O,51
20479,.,O,51
20480,THE,O,51
20481,FOLLOWING,O,51
20482,PATENT,O,51
20483,MEDICINES,O,51
20484,",",O,51
20485,&,O,51
20486,c,O,51
20487,.,O,51
20488,",",O,51
20489,CONSTANTLY,O,51
20490,ON,O,51
20491,SALE,O,51
20492,:,O,51
20493,Simpson,O,51
20494,’,O,51
20495,s,O,51
20496,VegetnMp,O,51
20497,Pills,O,51
20498,.,O,51
20499,Tooth,O,51
20500,Powder,O,51
20501,.,O,51
20502,Sydenhams,O,51
20503,Antihilious,O,51
20504,Pills,O,51
20505,.,O,51
20506,Mexican,O,51
20507,Corn,O,51
20508,Piaster,O,51
20509,.,O,51
20510,Leakes,O,51
20511,Pill,O,51
20512,*,O,51
20513,.,O,51
20514,Widow,O,51
20515,Welch,O,51
20516,’,O,51
20517,s,O,51
20518,Pills,O,51
20519,.,O,51
20520,Snook,O,51
20521,’,O,51
20522,s,O,51
20523,Pills,O,51
20524,.,O,51
20525,Styles,O,51
20526,’,O,51
20527,s,O,51
20528,Soda,O,51
20529,Powders,O,51
20530,.,O,51
20531,Gift,O,51
20532,’,O,51
20533,ord,O,51
20534,’,O,51
20535,s,O,51
20536,Antibilious,O,51
20537,Pills,O,51
20538,.,O,51
20539,Tooth,O,51
20540,Powder,O,51
20541,.,O,51
20542,I,O,51
20543,pec,O,51
20544,.,O,51
20545,Lozenges,O,51
20546,.,O,51
20547,Scouring,O,51
20548,Drops,O,51
20549,.,O,51
20550,Essence,O,51
20551,of,O,51
20552,Lemons,O,51
20553,.,O,51
20554,Acid,O,51
20555,of,O,51
20556,Lemons,O,51
20557,.,O,51
20558,Fruit,O,51
20559,Lozenges,O,51
20560,.,O,51
20561,Marking,O,51
20562,ink,O,51
20563,.,O,51
20564,Liddon,O,51
20565,’,O,51
20566,s,O,51
20567,Steel,O,51
20568,Lozenges,O,51
20569,.,O,51
20570,Roberts,O,51
20571,’,O,51
20572,s,O,51
20573,Poor,O,51
20574,Man,O,51
20575,’,O,51
20576,s,O,51
20577,Friend,O,51
20578,.,O,51
20579,.,O,51
20580,.,O,51
20581,.,O,51
20582,.,O,51
20583,.,O,51
20584,.,O,51
20585,Pills,O,51
20586,.,O,51
20587,Towers,O,51
20588,’,O,51
20589,s,O,51
20590,Tonic,O,51
20591,Pills,O,51
20592,.,O,51
20593,Atkinson,O,51
20594,’,O,51
20595,s,O,51
20596,Soap,O,51
20597,.,O,51
20598,Hears,O,51
20599,Grease,O,51
20600,.,O,51
20601,.,O,51
20602,.,O,51
20603,.,O,51
20604,.,O,51
20605,.,O,51
20606,.,O,51
20607,.,O,51
20608,.,O,51
20609,Essence,O,51
20610,of,O,51
20611,Lavender,O,51
20612,.,O,51
20613,Vegetable,O,51
20614,Die,O,51
20615,.,O,51
20616,HLACKING,O,51
20617,OF,O,51
20618,AL,O,51
20619,Hudson,O,51
20620,’,O,51
20621,s,O,51
20622,Tooth,O,51
20623,Powder,O,51
20624,.,O,51
20625,.,O,51
20626,.,O,51
20627,.,O,51
20628,.,O,51
20629,.,O,51
20630,.,O,51
20631,Tincture,O,51
20632,.,O,51
20633,Bleaching,O,51
20634,Liquid,O,51
20635,.,O,51
20636,Groolcs,O,51
20637,Gout,O,51
20638,Mcdiciue,O,51
20639,.,O,51
20640,Daffy,O,51
20641,’,O,51
20642,s,O,51
20643,Elixir,O,51
20644,.,O,51
20645,Hunt,O,51
20646,’,O,51
20647,s,O,51
20648,Pills,O,51
20649,.,O,51
20650,Friar,O,51
20651,’,O,51
20652,s,O,51
20653,Balsam,O,51
20654,.,O,51
20655,Oxley,O,51
20656,’,O,51
20657,s,O,51
20658,Essence,O,51
20659,of,O,51
20660,Ginger,O,51
20661,.,O,51
20662,Williams,O,51
20663,’,O,51
20664,s,O,51
20665,Tonic,O,51
20666,Wine,O,51
20667,.,O,51
20668,Prince,O,51
20669,’,O,51
20670,s,O,51
20671,Russia,O,51
20672,Oil,O,51
20673,.,O,51
20674,Smyth,O,51
20675,’,O,51
20676,s,O,51
20677,Drops,O,51
20678,.,O,51
20679,Leamington,O,51
20680,Salts,O,51
20681,",",O,51
20682,Leeming,O,51
20683,Essence,O,51
20684,.,O,51
20685,Bolt,O,51
20686,’,O,51
20687,s,O,51
20688,Tooth,O,51
20689,Powder,O,51
20690,.,O,51
20691,Golden,O,51
20692,Senativo,O,51
20693,Salve,O,51
20694,Corn,O,51
20695,Salve,O,51
20696,.,O,51
20697,(,O,51
20698,lowland,O,51
20699,’,O,51
20700,s,O,51
20701,Lotion,O,51
20702,.,O,51
20703,Dredge,O,51
20704,’,O,51
20705,s,O,51
20706,Heal,O,51
20707,All,O,51
20708,.,O,51
20709,Barclay,O,51
20710,’,O,51
20711,s,O,51
20712,Itch,O,51
20713,Ointment,O,51
20714,.,O,51
20715,Spavin,O,51
20716,Liniment,O,51
20717,.,O,51
20718,Balsam,O,51
20719,of,O,51
20720,Honey,O,51
20721,.,O,51
20722,Spilsfyury,O,51
20723,’,O,51
20724,s,O,51
20725,Drops,O,51
20726,.,O,51
20727,Rowland,O,51
20728,’,O,51
20729,s,O,51
20730,Macassar,O,51
20731,Oil,O,51
20732,.,O,51
20733,&,O,51
20734,c,O,51
20735,.,O,51
20736,&,O,51
20737,c,O,51
20738,.,O,51
20739,ike,O,51
20740,.,O,51
20741,L,O,51
20742,DESCRIPTIONS,O,51
20763,IN,O,52
20764,DERBYSHIRE,B-LOC,52
20765,",",O,52
20766,divided,O,52
20767,into,O,52
20768,TWO,O,52
20769,LOTS,O,52
20770,.,O,52
20771,THE,O,52
20772,NEWTON,B-LOC,52
20773,PARK,O,52
20774,and,O,52
20775,BLADON,B-LOC,52
20776,CASTLE,I-LOC,52
20777,ESTATES,O,52
20778,.,O,52
20779,The,O,52
20780,most,O,52
20781,desirable,O,52
20782,throughout,O,52
20783,the,O,52
20784,County,O,52
20785,",",O,52
20786,within,O,52
20787,Nine,O,52
20788,Miles,O,52
20789,of,O,52
20790,Derby,B-LOC,52
20791,.,O,52
20792,Three,O,52
20793,of,O,52
20794,liurton-vpon-Trcnt,B-LOC,52
20795,",",O,52
20796,and,O,52
20797,Fourteen,O,52
20798,from,O,52
20799,Lichfield,B-LOC,52
20800,.,O,52
20801,1%,O,52
20802,/,O,52
20803,|,O,52
20804,R,O,52
20805,.,O,52
20806,GEORGE,O,52
20807,ROBINS,O,52
20808,has,O,52
20809,the,O,52
20810,honour,O,52
20811,to,O,52
20812,IvX,O,52
20813,announce,O,52
20814,that,O,52
20815,he,O,52
20816,has,O,52
20817,been,O,52
20818,directed,O,52
20819,by,O,52
20820,the,O,52
20821,highly-respectable,O,52
20822,Proprietor,O,52
20823,to,O,52
20824,SELL,O,52
20825,BY,O,52
20826,AUCTION,O,52
20827,",",O,52
20828,at,O,52
20829,the,O,52
20830,Mart,O,52
20831,",",O,52
20832,in,O,52
20833,I,B-LOC,52
20834,>,I-LOC,52
20835,ondon,I-LOC,52
20836,",",O,52
20837,on,O,52
20838,Thursday,O,52
20839,",",O,52
20840,July,O,52
20841,20,O,52
20842,",",O,52
20843,at,O,52
20844,Twelve,O,52
20845,o,O,52
20846,’,O,52
20847,clock,O,52
20848,",",O,52
20849,in,O,52
20850,Two,O,52
20851,Lots,O,52
20852,",",O,52
20853,TWO,O,52
20854,HIGH,O,52
20855,LY-IM,O,52
20856,PORTANT,O,52
20857,and,O,52
20858,SINGULARLY,O,52
20859,ELIGIBLE,O,52
20860,FREEHOLD,O,52
20861,ESTATES,O,52
20862,",",O,52
20863,the,O,52
20864,property,O,52
20865,of,O,52
20866,A,O,52
20867,BRANAM,O,52
20868,HOSKINS,O,52
20869,",",O,52
20870,Esq,O,52
20871,Throughout,O,52
20872,the,O,52
20873,admired,O,52
20874,county,O,52
20875,of,O,52
20876,Derby,B-LOC,52
20877,",",O,52
20878,these,O,52
20879,fine,O,52
20880,estates,O,52
20881,have,O,52
20882,acquired,O,52
20883,a,O,52
20884,renown,O,52
20885,to,O,52
20886,which,O,52
20887,none,O,52
20888,other,O,52
20889,can,O,52
20890,pretend,O,52
20891,;,O,52
20892,indeed,O,52
20893,",",O,52
20894,they,O,52
20895,are,O,52
20896,so,O,52
20897,fruitful,O,52
20898,in,O,52
20899,the,O,52
20900,multiplicity,O,52
20901,of,O,52
20902,their,O,52
20903,various,O,52
20904,attributes,O,52
20905,",",O,52
20906,that,O,52
20907,it,O,52
20908,is,O,52
20909,not,O,52
20910,a,O,52
20911,little,O,52
20912,difficult,O,52
20913,to,O,52
20914,condense,O,52
20915,them,O,52
20916,within,O,52
20917,the,O,52
20918,confined,O,52
20919,limit,O,52
20920,of,O,52
20921,an,O,52
20922,every,O,52
20923,day,O,52
20924,announcement,O,52
20925,;,O,52
20926,they,O,52
20927,approach,O,52
20928,the,O,52
20929,demesne,O,52
20930,of,O,52
20931,LORD,O,52
20932,CHESTERFIELD,O,52
20933,and,O,52
20934,SIR,O,52
20935,FRANCIS,O,52
20936,BURDETTTHE,O,52
20937,NEWTON,B-LOC,52
20938,PARK,O,52
20939,ESTATE,O,52
20940,comprehends,O,52
20941,THE,O,52
20942,ELEGANT,O,52
20943,ABODE,O,52
20944,OF,O,52
20945,THE,O,52
20946,HIGHLV-ESTEEAIED,O,52
20947,PROPRIETOR,O,52
20948,.,O,52
20949,Its,O,52
20950,outward,O,52
20951,form,O,52
20952,has,O,52
20953,always,O,52
20954,claimed,O,52
20955,to,O,52
20956,be,O,52
20957,a,O,52
20958,chaste,O,52
20959,specimen,O,52
20960,of,O,52
20961,English,O,52
20962,architecture,O,52
20963,",",O,52
20964,and,O,52
20965,within,O,52
20966,it,O,52
20967,is,O,52
20968,admirably,O,52
20969,arranged,O,52
20970,for,O,52
20971,the,O,52
20972,enjoyment,O,52
20973,of,O,52
20974,every,O,52
20975,thing,O,52
20976,that,O,52
20977,is,O,52
20978,conducive,O,52
20979,tocoinort,O,52
20980,.,O,52
20981,The,O,52
20982,Offices,O,52
20983,are,O,52
20984,abundant,O,52
20985,both,O,52
20986,within,O,52
20987,and,O,52
20988,without,O,52
20989,.,O,52
20990,The,O,52
20991,Gardens,O,52
20992,are,O,52
20993,exten,O,52
20994,.,O,52
20995,give,O,52
20996,",",O,52
20997,and,O,52
20998,have,O,52
20999,been,O,52
21000,arranged,O,52
21001,with,O,52
21002,great,O,52
21003,judgment,O,52
21004,.,O,52
21005,THE,O,52
21006,SPLENDID,O,52
21007,HOT,O,52
21008,AND,O,52
21009,SUCCESSION,O,52
21010,HOUSES,O,52
21011,EXTEND,O,52
21012,TO,O,52
21013,150,O,52
21014,FEET,O,52
21015,",",O,52
21016,and,O,52
21017,stand,O,52
21018,alone,O,52
21019,for,O,52
21020,their,O,52
21021,beauty,O,52
21022,and,O,52
21023,utility,O,52
21024,.,O,52
21025,Close,O,52
21026,by,O,52
21027,are,O,52
21028,THE,O,52
21029,ORNAAIENTAL,O,52
21030,WATERS,O,52
21031,",",O,52
21032,CASCADES,O,52
21033,",",O,52
21034,ROCK-WORK,O,52
21035,",",O,52
21036,AND,O,52
21037,RURAL,O,52
21038,BRIDGE,O,52
21039,.,O,52
21040,In,O,52
21041,respect,O,52
21042,of,O,52
21043,the,O,52
21044,Offices,O,52
21045,connected,O,52
21046,with,O,52
21047,THE,O,52
21048,FEK.ME,O,52
21049,ORNEE,O,52
21050,it,O,52
21051,would,O,52
21052,be,O,52
21053,in,O,52
21054,vain,O,52
21055,to,O,52
21056,attempt,O,52
21057,a,O,52
21058,faithful,O,52
21059,narrative,O,52
21060,;,O,52
21061,it,O,52
21062,need,O,52
21063,only,O,52
21064,to,O,52
21065,be,O,52
21066,remarked,O,52
21067,that,O,52
21068,the,O,52
21069,hand,O,52
21070,of,O,52
21071,a,O,52
21072,Master,O,52
21073,has,O,52
21074,presided,O,52
21075,over,O,52
21076,the,O,52
21077,whole,O,52
21078,",",O,52
21079,the,O,52
21080,expense,O,52
21081,of,O,52
21082,which,O,52
21083,has,O,52
21084,exceeded,O,52
21085,FIVE,O,52
21086,THOUSAND,O,52
21087,POUNDS,O,52
21088,;,O,52
21089,MR,O,52
21090,.,O,52
21091,COKE,O,52
21092,OK,O,52
21093,LORD,O,52
21094,SPENCER,O,52
21095,would,O,52
21096,be,O,52
21097,but,O,52
21098,too,O,52
21099,happy,O,52
21100,to,O,52
21101,acknowledge,O,52
21102,them,O,52
21103,as,O,52
21104,their,O,52
21105,own,O,52
21106,.,O,52
21107,THE,O,52
21108,DOMAIN,O,52
21109,EXTENDS,O,52
21110,ALTOGETHER,O,52
21111,TO,O,52
21112,THREE,O,52
21113,HUNDRED,O,52
21114,AND,O,52
21115,NINETY,O,52
21116,ACRES,O,52
21117,",",O,52
21118,(,O,52
21119,eighty,O,52
21120,acres,O,52
21121,of,O,52
21122,which,O,52
21123,will,O,52
21124,be,O,52
21125,sold,O,52
21126,in,O,52
21127,a,O,52
21128,separate,O,52
21129,Lot,O,52
21130,",",O,52
21131,),O,52
21132,nearly,O,52
21133,within,O,52
21134,a,O,52
21135,ring,O,52
21136,fence,O,52
21137,",",O,52
21138,and,O,52
21139,the,O,52
21140,land,O,52
21141,of,O,52
21142,such,O,52
21143,a,O,52
21144,quality,O,52
21145,that,O,52
21146,all,O,52
21147,England,O,52
21148,may,O,52
21149,be,O,52
21150,challenged,O,52
21151,to,O,52
21152,surpass,O,52
21153,it,O,52
21154,.,O,52
21155,The,O,52
21156,river,B-LOC,52
21157,Trent,I-LOC,52
21158,",",O,52
21159,meandering,O,52
21160,through,O,52
21161,the,O,52
21162,property,O,52
21163,",",O,52
21164,in,O,52
21165,a,O,52
21166,serpentine,O,52
21167,form,O,52
21168,",",O,52
21169,occasionally,O,52
21170,lends,O,52
21171,its,O,52
21172,aid,O,52
21173,in,O,52
21174,refreshing,O,52
21175,the,O,52
21176,adjacent,O,52
21177,meadows,O,52
21178,.,O,52
21179,ALL,O,52
21180,THE,O,52
21181,LAND,O,52
21182,IS,O,52
21183,FREE,O,52
21184,FROM,O,52
21185,TITHE,O,52
21186,",",O,52
21187,AND,O,52
21188,THE,O,52
21189,TOOK,O,52
21190,RATE,O,52
21191,EXCEEDINGLY,O,52
21192,LOW,O,52
21193,.,O,52
21194,There,O,52
21195,is,O,52
21196,plenty,O,52
21197,ot,O,52
21198,game,O,52
21199,",",O,52
21200,excellent,O,52
21201,fishing,O,52
21202,",",O,52
21203,and,O,52
21204,an,O,52
21205,abundance,O,52
21206,of,O,52
21207,c,O,52
21208,al,O,52
21209,and,O,52
21210,lime,O,52
21211,.,O,52
21212,Such,O,52
21213,is,O,52
21214,a,O,52
21215,moderated,O,52
21216,outline,O,52
21217,of,O,52
21218,this,O,52
21219,enviable,O,52
21220,property,O,52
21221,;,O,52
21222,but,O,52
21223,Mr,O,52
21224,.,O,52
21225,Robins,O,52
21226,most,O,52
21227,earnestly,O,52
21228,invites,O,52
21229,ocular,O,52
21230,demonstration,O,52
21231,.,O,52
21232,Next,O,52
21233,is,O,52
21234,",",O,52
21235,THE,O,52
21236,BLADON,B-LOC,52
21237,CASTLE,I-LOC,52
21238,ESTATE,O,52
21239,",",O,52
21240,WITH,O,52
21241,THE,O,52
21242,CASTLE,O,52
21243,",",O,52
21244,which,O,52
21245,proudly,O,52
21246,stands,O,52
21247,on,O,52
21248,the,O,52
21249,elevated,O,52
21250,grounds,O,52
21251,near,O,52
21252,to,O,52
21253,Newton,B-LOC,52
21254,",",O,52
21255,AND,O,52
21256,EIGHTY,O,52
21257,ACRES,O,52
21258,OF,O,52
21259,LAND,O,52
21260,.,O,52
21261,It,O,52
21262,is,O,52
21263,one,O,52
21264,of,O,52
21265,THE,O,52
21266,COMMANDING,O,52
21267,FEATURES,O,52
21268,OF,O,52
21269,DERBYSHIRE,B-LOC,52
21270,;,O,52
21271,and,O,52
21272,the,O,52
21273,architectural,O,52
21274,skill,O,52
21275,displayed,O,52
21276,will,O,52
21277,be,O,52
21278,found,O,52
21279,well,O,52
21280,worthy,O,52
21281,of,O,52
21282,imitation,O,52
21283,.,O,52
21284,From,O,52
21285,THE,O,52
21286,EXTENDED,O,52
21287,TERRACE,O,52
21288,WALK,O,52
21289,Windsor,B-BUILDING,52
21290,Castle,I-BUILDING,52
21291,and,O,52
21292,its,O,52
21293,varying,O,52
21294,qualifications,O,52
21295,will,O,52
21296,be,O,52
21297,immediately,O,52
21298,brought,O,52
21299,to,O,52
21300,recollection—remembering,O,52
21301,that,O,52
21302,the,O,52
21303,woodland,O,52
21304,scenery,O,52
21305,will,O,52
21306,not,O,52
21307,yield,O,52
21308,a,O,52
21309,jot,O,52
21310,toils,O,52
21311,Koyal,O,52
21312,Contemporary,O,52
21313,.,O,52
21314,THfc,O,52
21315,INTERESTING,O,52
21316,VALE,O,52
21317,ARREARS,O,52
21318,AS,O,52
21319,ONE,O,52
21340,EXETEIi,B-LOC,53
21341,:,O,53
21342,—,O,53
21343,WEDNESDAY,O,53
21344,",",O,53
21345,AW,O,53
21346,.,O,53
21347,B,O,53
21348,.,O,53
21349,From,O,53
21350,a,O,53
21351,Correspondent,O,53
21352,.,O,53
21353,—,O,53
21354,The,O,53
21355,Bishop,O,53
21356,of,O,53
21357,Exeter,B-LOC,53
21358,lately,O,53
21359,collated,O,53
21360,the,O,53
21361,Rev,O,53
21362,.,O,53
21363,Edward,O,53
21364,James,O,53
21365,Todd,O,53
21366,to,O,53
21367,the,O,53
21368,living,O,53
21369,ot,O,53
21370,(,B-LOC,53
21371,Jombpyne,I-LOC,53
21372,",",O,53
21373,void,O,53
21374,by,O,53
21375,the,O,53
21376,death,O,53
21377,of,O,53
21378,the,O,53
21379,Rev,O,53
21380,.,O,53
21381,Edward,O,53
21382,Cook,O,53
21383,Forward,O,53
21384,.,O,53
21385,This,O,53
21386,is,O,53
21387,his,O,53
21388,third,O,53
21389,collation,O,53
21390,by,O,53
21391,lapse,O,53
21392,within,O,53
21393,the,O,53
21394,last,O,53
21395,month,O,53
21396,",",O,53
21397,and,O,53
21398,will,O,53
21399,soon,O,53
21400,be,O,53
21401,the,O,53
21402,subject,O,53
21403,of,O,53
21404,iigal,O,53
21405,proceedings,O,53
21406,",",O,53
21407,when,O,53
21408,tome,O,53
21409,extraordinary,O,53
21410,facts,O,53
21411,will,O,53
21412,be,O,53
21413,disclosed,O,53
21414,as,O,53
21415,regards,O,53
21416,the,O,53
21417,law,O,53
21418,of,O,53
21419,lapse,O,53
21420,and,O,53
21421,the,O,53
21422,Bishop,O,53
21423,’,O,53
21424,s,O,53
21425,power,O,53
21426,to,O,53
21427,distuibtfie,O,53
21428,rights,O,53
21429,of,O,53
21430,patrons,O,53
21431,.,O,53
21432,The,O,53
21433,clergyman,O,53
21434,presented,O,53
21435,by,O,53
21436,the,O,53
21437,patron,O,53
21438,to,O,53
21439,thi,O,53
21440,*,O,53
21441,benefice,O,53
21442,was,O,53
21443,the,O,53
21444,Rev,O,53
21445,.,O,53
21446,Richard,O,53
21447,Beadon,O,53
21448,Bradley,O,53
21449,",",O,53
21450,the,O,53
21451,highly,O,53
21452,respected,O,53
21453,incumbent,O,53
21454,of,O,53
21455,Ash,B-LOC,53
21456,Priors,I-LOC,53
21457,",",O,53
21458,near,O,53
21459,Taunton,B-LOC,53
21460,—,O,53
21461,[,O,53
